Orthogroup	PR	PS	PT
OG0000043	PR010056.0, PR021737.0, PR034799.0, PR063335.0, PR063339.0, PR063342.0, PR063344.0, PR063345.0, PR063346.0, PR063348.0, PR063350.0, PR063386.0, PR063510.0, PR064201.0, PR064202.0, PR071153.0, PR073813.0	PS030181.2.0, PS031602.2.0, PS031906.2.0, PS053048.2.0	PT024149.0, PT024486.0, PT065474.0, PT131564.0, PT164719.0, PT190987.0, PT210517.0, PT210519.0
OG0000044	PR010627.0, PR014979.0, PR024201.0, PR024480.0, PR025218.0, PR030576.0, PR030968.0, PR042357.0, PR044324.0, PR052855.0, PR053631.0, PR053803.0, PR063603.0, PR071958.0, PR072783.0		PT033940.0, PT062490.0, PT063084.0, PT064014.0, PT072932.0, PT112398.0, PT114434.0, PT114453.0, PT182311.0, PT212018.0, PT212582.0, PT213145.0, PT221518.0, PT221795.0
OG0000045	PR024189.0, PR030654.0, PR040018.0, PR040043.0, PR070632.0, PR073535.0, PR073860.0	PS022694.2.0, PS022700.2.0, PS022707.2.0, PS022710.2.0, PS022737.2.0, PS022788.2.0, PS026642.2.0, PS026848.2.0, PS026857.2.0, PS026860.2.0, PS026862.2.0, PS026863.2.0, PS026865.2.0, PS026866.2.0, PS026904.2.0	PT010444.0, PT010448.0, PT010680.0, PT010682.0, PT014713.0, PT111036.0, PT111238.0
OG0000046	PR063597.0, PR071689.0	PS034443.2.0, PS040697.2.0, PS050585.2.0, PS073007.2.0, PS073669.2.0, PS092729.2.0, PS103226.2.0, PS111971.2.0	PT011318.0, PT015044.0, PT015602.0, PT020146.0, PT021468.0, PT030312.0, PT031034.0, PT051625.0, PT061017.0, PT082014.0, PT111010.0, PT111842.0, PT111876.0, PT123625.0, PT152475.0, PT161662.0, PT180774.0, PT201301.0, PT212830.0
OG0000047	PR012458.0, PR013715.0, PR031012.0, PR034112.0, PR044339.0		PT012292.0, PT024703.0, PT033771.0, PT035183.0, PT041032.0, PT045044.0, PT073316.0, PT073503.0, PT074494.0, PT091445.0, PT091486.0, PT101172.0, PT111423.0, PT123025.0, PT150744.0, PT160694.0, PT163475.0, PT164803.0, PT170593.0, PT171322.0, PT172009.0, PT172925.0, PT190804.0
OG0000048	PR013022.0, PR013378.0, PR013379.0, PR013381.0, PR013384.0, PR013387.0, PR013390.0, PR013392.0, PR034723.0, PR051173.0, PR052161.0, PR054302.0, PR054305.0, PR054308.0, PR054309.0, PR054314.0, PR054346.0, PR070094.0, PR070774.0, PR071190.0	PS015639.2.0, PS015643.2.0, PS022305.2.0, PS062007.2.0	PT015237.0, PT111825.0, PT122076.0, PT190006.0
OG0000049	PR033638.0	PS040896.2.0	PT020095.0, PT020533.0, PT022186.0, PT023161.0, PT023606.0, PT032480.0, PT033633.0, PT061929.0, PT061980.0, PT063048.0, PT063741.0, PT063868.0, PT073763.0, PT090946.0, PT092403.0, PT111354.0, PT113685.0, PT120198.0, PT121341.0, PT122069.0, PT140615.0, PT171795.0, PT173430.0, PT183651.0, PT191858.0, PT213534.0
OG0000050		PS034817.2.0, PS050247.2.0, PS052463.2.0, PS060913.2.0, PS061465.2.0, PS061904.2.0, PS071265.2.0, PS073561.2.0, PS083021.2.0, PS090921.2.0, PS091173.2.0, PS091606.2.0, PS092704.2.0, PS102858.2.0, PS111025.2.0, PS112408.2.0	PT021456.0, PT026043.0, PT030077.0, PT030415.0, PT032833.0, PT042898.0, PT081480.0, PT090927.0, PT091637.0, PT120342.0, PT123050.0, PT141457.0
OG0000051	PR010422.0, PR011379.0, PR013818.0, PR015710.0, PR015720.0, PR023554.0, PR025093.0, PR025123.0, PR025230.0, PR031405.0, PR032630.0, PR033387.0, PR033855.0, PR042401.0, PR043321.0, PR043558.0, PR050721.0, PR053170.0, PR053943.0, PR060144.0, PR062885.0, PR063085.0, PR063094.0, PR070969.0, PR071326.0, PR073481.0		PT193632.0
OG0000052		PS011838.2.0, PS013286.2.0, PS014932.2.0, PS021454.2.0, PS024992.2.0, PS031226.2.0, PS033551.2.0, PS035481.2.0, PS035613.2.0, PS051572.2.0, PS060248.2.0, PS062103.2.0, PS062634.2.0, PS072216.2.0, PS090715.2.0, PS100540.2.0, PS100856.2.0, PS101999.2.0, PS102890.2.0, PS112877.2.0	PT012372.0, PT016150.0, PT030633.0, PT041940.0, PT043523.0, PT045240.0, PT101847.0
OG0000053		PS111115.2.0	PT010232.0, PT011480.0, PT012018.0, PT014409.0, PT020272.0, PT024429.0, PT024431.0, PT030087.0, PT030629.0, PT031520.0, PT032038.0, PT033517.0, PT034930.0, PT035299.0, PT040969.0, PT053306.0, PT083700.0, PT100652.0, PT101082.0, PT120676.0, PT123626.0, PT123712.0, PT143151.0, PT143959.0, PT150127.0, PT173299.0
OG0000054	PR011424.0, PR011425.0, PR032997.0, PR040995.0	PS052942.2.0, PS073745.2.0	PT010083.0, PT016272.0, PT017303.0, PT024531.0, PT030768.0, PT030937.0, PT031605.0, PT031978.0, PT034501.0, PT043291.0, PT051086.0, PT052664.0, PT061329.0, PT080294.0, PT081084.0, PT103099.0, PT143769.0, PT152896.0, PT172203.0, PT211453.0
OG0000055	PR011882.0, PR011884.0, PR011885.0, PR011887.0, PR011888.0, PR011889.0, PR011890.0, PR032145.0, PR032146.0, PR032147.0, PR032149.0, PR032150.0	PS071202.2.0, PS071203.2.0, PS071206.2.0, PS071208.2.0, PS101824.2.0, PS101825.2.0	PT032890.0, PT032892.0, PT032894.0, PT032895.0, PT032899.0, PT102036.0, PT102037.0, PT220406.0
OG0000056	PR014121.0, PR014123.0, PR014125.0, PR014187.0, PR014195.0, PR014200.0, PR014214.0, PR014215.0, PR014217.0, PR014218.0, PR014219.0, PR014224.0, PR014225.0, PR014513.0, PR014515.0, PR014516.0, PR014519.0, PR014521.0, PR022019.0, PR022021.0	PS103194.2.0	PT035076.0, PT100557.0, PT100566.0, PT100578.0, PT191548.0
OG0000057	PR032968.0, PR033012.0, PR033340.0, PR044724.0	PS010432.2.0, PS010434.2.0, PS010435.2.0, PS032686.2.0, PS032731.2.0, PS041367.2.0, PS055060.2.0, PS081275.2.0, PS081549.2.0, PS081587.2.0	PT023326.0, PT040405.0, PT055560.0, PT083019.0, PT083056.0, PT083333.0, PT151481.0, PT162744.0, PT171316.0, PT171447.0, PT200272.0, PT200275.0
OG0000058	PR010178.0, PR013449.0, PR013573.0, PR013680.0, PR013683.0, PR013805.0, PR013807.0, PR014042.0, PR025711.0, PR073644.0, PR073814.0, PR073816.0	PS012513.2.0, PS063183.2.0, PS084201.2.0, PS090969.2.0, PS102368.2.0, PS103040.2.0	PT010944.0, PT080245.0, PT090979.0, PT100745.0, PT101435.0, PT123332.0, PT191631.0
OG0000059	PR010755.0, PR012686.0, PR013134.0, PR013213.0, PR014001.0, PR014828.0, PR021114.0, PR031343.0, PR033683.0, PR034721.0, PR040733.0, PR042475.0, PR043252.0, PR043922.0, PR044721.0, PR050692.0, PR051406.0, PR053958.0, PR054252.0, PR062721.0, PR063963.0, PR070129.0, PR070791.0, PR071698.0, PR073054.0		
OG0000060	PR011662.0, PR023808.0, PR041402.0, PR061108.0	PS012452.2.0, PS020800.2.0, PS034395.2.0, PS042392.2.0, PS051281.2.0, PS070912.2.0, PS092130.2.0, PS111976.2.0	PT016844.0, PT033208.0, PT042583.0, PT051571.0, PT063895.0, PT072124.0, PT133171.0, PT141951.0, PT152549.0, PT202433.0, PT211948.0, PT220540.0
OG0000061	PR020057.0, PR020062.0, PR020064.0, PR020071.0, PR020296.0, PR030377.0, PR043121.0, PR043122.0, PR043124.0, PR043282.0, PR043283.0, PR060659.0	PS011929.2.0, PS011931.2.0	PT050611.0, PT054737.0, PT060519.0, PT060520.0, PT073220.0, PT094570.0, PT160976.0, PT183234.0, PT210018.0, PT212249.0
OG0000062	PR024400.0, PR032088.0, PR051132.0, PR060952.0, PR062624.0, PR071737.0, PR071806.0, PR071950.0		PT060945.0, PT063426.0, PT065346.0, PT070704.0, PT090987.0, PT101845.0, PT112646.0, PT112804.0, PT113602.0, PT120592.0, PT132193.0, PT133094.0, PT153015.0, PT171723.0, PT200972.0, PT203014.0
OG0000063	PR033633.0, PR033635.0	PS040905.2.0, PS040907.2.0, PS040908.2.0, PS040909.2.0, PS080900.2.0, PS080901.2.0, PS080902.2.0, PS080903.2.0	PT083701.0, PT083702.0, PT083703.0, PT083704.0, PT083705.0, PT150976.0, PT150977.0, PT150978.0, PT150979.0, PT150980.0, PT150982.0, PT150983.0, PT150984.0, PT162191.0
OG0000064	PR035502.0, PR050036.0, PR052816.0, PR052825.0, PR070525.0, PR071133.0	PS011906.2.0, PS014299.2.0, PS022066.2.0, PS040347.2.0, PS061225.2.0, PS080342.2.0	PT042008.0, PT044576.0, PT062762.0, PT084292.0, PT111701.0, PT111705.0, PT112885.0, PT121272.0, PT123922.0, PT150403.0, PT161600.0, PT170283.0
OG0000065	PR012621.0, PR012696.0, PR012746.0, PR012773.0, PR012825.0, PR012884.0, PR012911.0, PR015569.0, PR020352.0, PR020355.0, PR050130.0, PR050340.0, PR050559.0, PR050594.0, PR050600.0, PR050614.0, PR050615.0, PR071073.0, PR072873.0	PS063415.2.0, PS063439.2.0	PT123567.0, PT123591.0
OG0000066	PR012879.0, PR031092.0, PR054236.0, PR063448.0, PR070922.0, PR070991.0		PT015736.0, PT024217.0, PT041923.0, PT061681.0, PT082274.0, PT100796.0, PT100833.0, PT113474.0, PT120105.0, PT124146.0, PT142889.0, PT142890.0, PT143030.0, PT151076.0, PT160342.0, PT191537.0, PT222170.0
OG0000067	PR013187.0	PS011331.2.0, PS061747.2.0	PT041390.0, PT041391.0, PT050609.0, PT060058.0, PT060392.0, PT080309.0, PT115661.0, PT115718.0, PT115723.0, PT115732.0, PT124331.0, PT124395.0, PT124398.0, PT161787.0, PT164179.0, PT190881.0, PT213284.0, PT213706.0, PT213747.0, PT221937.0
OG0000068	PR013473.0, PR013790.0, PR014941.0, PR021308.0, PR021656.0, PR022431.0, PR022446.0, PR022449.0, PR022462.0, PR022477.0, PR022478.0, PR022489.0, PR050825.0	PS093270.2.0, PS110853.2.0, PS110857.2.0	PT093352.0, PT143170.0, PT143172.0, PT143173.0, PT143175.0, PT182961.0, PT182963.0
OG0000069	PR021432.0, PR023088.0, PR025681.0, PR025715.0, PR030585.0, PR033819.0, PR034296.0, PR040077.0, PR044901.0, PR050487.0, PR052650.0, PR053643.0, PR053644.0, PR054140.0, PR062093.0, PR071601.0, PR072171.0, PR073640.0	PS034808.2.0, PS062229.2.0, PS072203.2.0, PS100936.2.0	PT181743.0
OG0000070	PR033976.0, PR035199.0, PR035201.0, PR043342.0, PR043355.0, PR043654.0, PR043668.0, PR061417.0, PR062086.0, PR062089.0	PS040588.2.0, PS041617.2.0, PS041618.2.0, PS041620.2.0, PS054409.2.0, PS080582.2.0	PT054888.0, PT064266.0, PT064745.0, PT084046.0, PT150621.0, PT151742.0, PT160833.0
OG0000071	PR010655.0, PR021948.0, PR021949.0, PR021958.0	PS041217.2.0, PS081142.2.0, PS110376.2.0	PT032441.0, PT083466.0, PT093929.0, PT093934.0, PT093935.0, PT143672.0, PT151337.0, PT162362.0, PT170940.0, PT183335.0, PT183337.0, PT210453.0, PT210455.0, PT210458.0, PT221712.0
OG0000072	PR010764.0, PR010992.0, PR023188.0, PR023205.0, PR023206.0, PR024294.0, PR060845.0, PR060906.0	PS042366.2.0, PS042971.2.0, PS050612.2.0, PS071717.2.0, PS092698.2.0, PS092758.2.0, PS111394.2.0	PT080693.0, PT141535.0, PT153185.0, PT172807.0, PT182209.0, PT182389.0, PT211392.0
OG0000073	PR010905.0, PR041892.0	PS051846.2.0, PS054684.2.0, PS054688.2.0, PS054690.2.0, PS054696.2.0, PS054752.2.0, PS054756.2.0, PS060589.2.0, PS081781.2.0, PS101294.2.0	PT052165.0, PT052486.0, PT055170.0, PT055182.0, PT055197.0, PT055211.0, PT055219.0, PT055228.0, PT082834.0, PT120619.0
OG0000074	PR012779.0, PR033044.0, PR070444.0	PS011480.2.0, PS015316.2.0, PS015474.2.0, PS053254.2.0, PS054758.2.0, PS054787.2.0, PS055380.2.0, PS080177.2.0, PS093419.2.0, PS093420.2.0, PS101250.2.0, PS101251.2.0, PS102230.2.0, PS110688.2.0	PT035103.0, PT084163.0, PT084243.0, PT084451.0, PT100427.0
OG0000075	PR014741.0, PR015470.0	PS010216.2.0, PS010513.2.0, PS014430.2.0, PS021858.2.0, PS022011.2.0, PS034588.2.0, PS081383.2.0	PT010640.0, PT015572.0, PT015733.0, PT016128.0, PT020354.0, PT032494.0, PT041726.0, PT045868.0, PT093835.0, PT094011.0, PT100100.0, PT101683.0, PT222818.0
OG0000076	PR033079.0, PR044134.0	PS061476.2.0	PT020895.0, PT025816.0, PT040724.0, PT053201.0, PT053303.0, PT064035.0, PT073445.0, PT080287.0, PT081416.0, PT082050.0, PT083218.0, PT084316.0, PT103500.0, PT112444.0, PT113069.0, PT115331.0, PT124433.0, PT171348.0, PT211173.0
OG0000077	PR033327.0, PR040083.0, PR040378.0, PR040379.0, PR040380.0, PR040381.0, PR040383.0, PR053249.0, PR053259.0, PR053271.0, PR053896.0, PR053916.0	PS015416.2.0, PS035441.2.0, PS035442.2.0, PS060226.2.0, PS100186.2.0, PS100188.2.0	PT070149.0, PT130145.0, PT190149.0, PT203382.0
OG0000078	PR053384.0, PR053385.0, PR053807.0, PR053814.0, PR054006.0, PR054010.0	PS015234.2.0, PS015510.2.0, PS015511.2.0, PS015513.2.0, PS060144.2.0, PS060146.2.0, PS060149.2.0	PT045581.0, PT045846.0, PT045848.0, PT120146.0, PT120151.0, PT130090.0, PT190101.0, PT190302.0, PT190303.0
OG0000079	PR011817.0, PR011988.0, PR014429.0, PR021116.0, PR022660.0, PR024069.0, PR024980.0, PR030268.0, PR034919.0, PR035328.0, PR050275.0, PR051728.0, PR053368.0, PR054206.0, PR054238.0, PR060489.0, PR063306.0, PR070492.0, PR070851.0, PR073544.0	PS030536.2.0	
OG0000080	PR012120.0, PR012122.0, PR012496.0, PR012500.0, PR012506.0, PR012509.0, PR012538.0, PR033002.0, PR035064.0, PR041101.0	PS021063.2.0, PS034646.2.0, PS071370.2.0, PS073752.2.0, PS081557.2.0	PT023318.0, PT030222.0, PT032701.0, PT083044.0, PT171304.0, PT202711.0
OG0000081	PR012312.0, PR013215.0, PR015395.0, PR020041.0, PR021402.0, PR021582.0, PR025032.0, PR025070.0, PR033601.0, PR041112.0, PR042536.0, PR042811.0, PR051527.0, PR051666.0, PR053518.0, PR053528.0, PR053791.0, PR060604.0, PR062023.0, PR062309.0, PR072917.0		
OG0000082	PR012622.0, PR012772.0, PR012885.0, PR020703.0, PR050597.0	PS012262.2.0, PS043048.2.0, PS050543.2.0, PS063437.2.0, PS110157.2.0	PT033431.0, PT042409.0, PT060722.0, PT091206.0, PT114959.0, PT123589.0, PT143928.0, PT153258.0, PT172879.0, PT183556.0, PT210221.0
OG0000083	PR012632.0, PR012716.0, PR012730.0, PR013578.0, PR052525.0, PR070733.0, PR070739.0, PR070741.0, PR070744.0, PR070747.0, PR070749.0, PR070755.0, PR070756.0, PR070757.0	PS014120.2.0, PS031374.2.0, PS102997.2.0	PT024701.0, PT024706.0, PT044386.0, PT100789.0
OG0000084	PR013342.0, PR013343.0, PR013880.0, PR042654.0, PR045233.0, PR045234.0, PR045235.0, PR063208.0, PR063214.0, PR063578.0, PR063627.0, PR063628.0	PS053287.2.0, PS055311.2.0	PT053718.0, PT055843.0, PT055844.0, PT160063.0, PT160064.0, PT200059.0, PT200061.0
OG0000085	PR021350.0, PR053787.0, PR064272.0, PR064504.0, PR073420.0	PS080611.2.0	PT063670.0, PT103619.0, PT113640.0, PT150729.0, PT172462.0, PT181534.0, PT181608.0, PT182202.0, PT191685.0, PT191942.0, PT201354.0, PT201817.0, PT213054.0, PT213186.0, PT221332.0
OG0000086	PR022579.0, PR050432.0, PR050434.0, PR050981.0	PS011409.2.0, PS011522.2.0, PS011523.2.0, PS011524.2.0, PS020999.2.0, PS021000.2.0, PS063942.2.0, PS063988.2.0	PT016654.0, PT041743.0, PT041744.0, PT041792.0, PT060310.0, PT114655.0, PT115444.0, PT124078.0, PT124120.0
OG0000087	PR022862.0, PR022973.0, PR022974.0, PR022976.0, PR022978.0, PR023102.0, PR023105.0, PR023324.0, PR023326.0, PR023329.0, PR023366.0, PR023380.0, PR033591.0, PR033593.0	PS081041.2.0, PS092847.2.0	PT092896.0, PT092897.0, PT151208.0, PT182286.0, PT182287.0
OG0000088	PR023039.0, PR033651.0, PR035637.0, PR035640.0, PR035641.0, PR035651.0, PR062081.0, PR070038.0, PR070649.0, PR070659.0	PS011388.2.0, PS021823.2.0, PS031313.2.0, PS040273.2.0, PS040873.2.0, PS080254.2.0, PS092771.2.0	PT092820.0, PT142650.0, PT150941.0, PT182520.0
OG0000089	PR030721.0, PR033952.0, PR040301.0, PR042728.0, PR042740.0, PR044471.0, PR070137.0, PR070145.0, PR071295.0	PS020833.2.0, PS055083.2.0, PS081509.2.0, PS091624.2.0	PT026024.0, PT052204.0, PT070962.0, PT084084.0, PT102547.0, PT124003.0, PT141477.0, PT142694.0
OG0000090		PS020097.2.0, PS021422.2.0, PS021910.2.0, PS026747.2.0, PS033544.2.0, PS033812.2.0, PS034916.2.0, PS035178.2.0, PS035518.2.0, PS041288.2.0, PS051136.2.0, PS060211.2.0, PS112181.2.0	PT015671.0, PT016193.0, PT020960.0, PT022428.0, PT045950.0, PT120212.0, PT121796.0, PT141748.0
OG0000091	PR012321.0, PR012325.0		PT017499.0, PT024714.0, PT033093.0, PT040169.0, PT040254.0, PT040258.0, PT040336.0, PT040338.0, PT040340.0, PT055611.0, PT055613.0, PT055682.0, PT102210.0, PT183094.0, PT191099.0, PT193582.0, PT200242.0, PT200243.0
OG0000092	PR014586.0, PR020260.0, PR020261.0, PR020919.0, PR021219.0, PR021319.0, PR021423.0, PR021853.0, PR031421.0, PR034264.0, PR035043.0, PR041526.0, PR044580.0, PR045391.0, PR063541.0, PR064324.0, PR070634.0		PT021646.0, PT024387.0, PT164815.0
OG0000093	PR014632.0	PS022396.2.0, PS027055.2.0, PS102289.2.0	PT010260.0, PT014842.0, PT015143.0, PT015826.0, PT024388.0, PT050064.0, PT060210.0, PT073660.0, PT073888.0, PT084502.0, PT100194.0, PT111413.0, PT131531.0, PT131727.0, PT150670.0, PT161544.0
OG0000094	PR021693.0, PR021694.0, PR021695.0, PR021697.0, PR021698.0, PR021699.0, PR021700.0, PR021728.0, PR021729.0, PR021732.0	PS110491.2.0, PS110495.2.0, PS110496.2.0	PT093785.0, PT143556.0, PT143557.0, PT143559.0, PT183268.0, PT183269.0, PT183270.0
OG0000095	PR022046.0, PR025217.0, PR031917.0	PS034776.2.0, PS050117.2.0	PT021165.0, PT064343.0, PT065127.0, PT071191.0, PT073769.0, PT093436.0, PT112103.0, PT130030.0, PT133073.0, PT163055.0, PT193141.0, PT211599.0, PT213238.0, PT220211.0, PT220680.0
OG0000096	PR025232.0, PR033576.0	PS072539.2.0	PT013986.0, PT025250.0, PT031469.0, PT034784.0, PT035137.0, PT072752.0, PT080463.0, PT080951.0, PT082440.0, PT083580.0, PT102351.0, PT142501.0, PT142526.0, PT153161.0, PT160015.0, PT163183.0, PT172816.0
OG0000097	PR030820.0, PR050304.0, PR050306.0, PR061858.0	PS011966.2.0, PS030161.2.0, PS041810.2.0, PS051848.2.0, PS063706.2.0, PS063710.2.0, PS073494.2.0	PT030483.0, PT042079.0, PT050272.0, PT052168.0, PT060493.0, PT064559.0, PT115207.0, PT123846.0, PT151940.0
OG0000098	PR043649.0		PT014057.0, PT030240.0, PT032153.0, PT042012.0, PT042605.0, PT051225.0, PT053574.0, PT053812.0, PT081197.0, PT084275.0, PT092118.0, PT100368.0, PT102399.0, PT102895.0, PT121093.0, PT124102.0, PT152062.0, PT153346.0, PT221409.0
OG0000099	PR044218.0, PR044262.0, PR044297.0, PR044298.0, PR044299.0, PR044300.0, PR044301.0	PS010693.2.0, PS010695.2.0, PS010697.2.0, PS010698.2.0, PS054889.2.0, PS054891.2.0, PS054892.2.0	PT040681.0, PT040682.0, PT040683.0, PT040684.0, PT040685.0, PT200460.0
OG0000100	PR053818.0, PR053820.0, PR053822.0, PR053825.0, PR053826.0, PR053994.0, PR053995.0, PR053996.0, PR053998.0	PS015507.2.0, PS015508.2.0, PS060150.2.0, PS060152.2.0, PS060155.2.0	PT045842.0, PT120155.0, PT120158.0, PT120159.0, PT130097.0, PT190102.0
OG0000101	PR063404.0, PR063406.0, PR063411.0, PR063415.0, PR063418.0, PR063419.0, PR063421.0, PR063422.0, PR063425.0, PR063494.0	PS031581.2.0, PS031585.2.0, PS031587.2.0, PS053405.2.0	PT035418.0, PT053852.0, PT131270.0, PT131278.0, PT190965.0, PT191189.0
OG0000102	PR064305.0, PR064306.0, PR064313.0, PR064333.0	PS031872.2.0, PS052990.2.0, PS052996.2.0, PS052998.2.0, PS052999.2.0, PS053001.2.0, PS053002.2.0	PT024194.0, PT024198.0, PT053392.0, PT053394.0, PT053395.0, PT053397.0, PT053399.0, PT065516.0, PT131581.0
OG0000103	PR070513.0, PR070514.0, PR070515.0, PR070516.0, PR070518.0, PR071155.0, PR071156.0, PR071157.0, PR071158.0	PS022050.2.0, PS022051.2.0	PT015532.0, PT015534.0, PT050092.0, PT050100.0, PT073337.0, PT073340.0, PT100046.0, PT100048.0, PT111691.0
OG0000104		PS035099.2.0	PT021919.0, PT023697.0, PT024142.0, PT030048.0, PT034794.0, PT042341.0, PT043628.0, PT045771.0, PT051247.0, PT052308.0, PT053625.0, PT055601.0, PT083811.0, PT084364.0, PT101566.0, PT101815.0, PT102281.0, PT120634.0, PT150579.0
OG0000105	PR010316.0, PR010317.0, PR022814.0, PR024791.0, PR070135.0, PR070691.0	PS020358.2.0, PS021842.2.0, PS033972.2.0, PS084095.2.0, PS091138.2.0, PS102224.2.0, PS111128.2.0, PS112810.2.0	PT015751.0, PT091155.0, PT141022.0, PT142841.0, PT212932.0
OG0000106	PR012648.0, PR012826.0, PR022201.0, PR024953.0, PR030016.0, PR040007.0, PR052015.0, PR052746.0, PR053771.0, PR054340.0, PR063636.0, PR073472.0, PR073585.0	PS026125.2.0, PS026126.2.0, PS033834.2.0, PS035710.2.0	PT011205.0, PT022146.0
OG0000107	PR014343.0, PR042749.0, PR042750.0, PR044900.0, PR045229.0, PR053373.0	PS010157.2.0, PS010320.2.0, PS054019.2.0, PS055309.2.0, PS060445.2.0	PT040078.0, PT040261.0, PT054476.0, PT055840.0, PT075531.0, PT120468.0, PT130313.0, PT201115.0
OG0000108	PR014808.0, PR060756.0	PS041010.2.0, PS041057.2.0, PS071274.2.0	PT015023.0, PT015542.0, PT030718.0, PT032817.0, PT054098.0, PT055078.0, PT071927.0, PT073375.0, PT083597.0, PT142715.0, PT151096.0, PT151154.0, PT182701.0, PT202815.0
OG0000109	PR022791.0, PR073491.0, PR073600.0	PS023191.2.0, PS026200.2.0, PS111107.2.0	PT010068.0, PT011139.0, PT014254.0, PT014290.0, PT016222.0, PT030277.0, PT074324.0, PT093059.0, PT110707.0, PT141642.0, PT142876.0, PT143390.0, PT182727.0
OG0000110	PR023657.0, PR024124.0, PR031507.0, PR031508.0, PR041271.0, PR053735.0	PS011051.2.0, PS021377.2.0, PS021473.2.0, PS021477.2.0, PS024403.2.0, PS061421.2.0, PS070733.2.0	PT020002.0, PT020010.0, PT020033.0, PT033396.0, PT121505.0, PT213551.0
OG0000111	PR031452.0, PR031866.0	PS035483.2.0, PS070665.2.0, PS082862.2.0, PS092658.2.0, PS110813.2.0, PS112627.2.0	PT020381.0, PT025475.0, PT033460.0, PT081671.0, PT092704.0, PT141212.0, PT163909.0, PT164299.0, PT181265.0, PT210845.0, PT211420.0
OG0000112	PR033344.0, PR060653.0, PR060763.0, PR072974.0	PS025684.2.0, PS025686.2.0, PS025688.2.0, PS041362.2.0, PS043128.2.0, PS043133.2.0, PS050458.2.0, PS081273.2.0	PT011662.0, PT011664.0, PT151476.0, PT153344.0, PT153350.0, PT162628.0, PT172967.0
OG0000113	PR060803.0, PR070937.0	PS021950.2.0, PS031484.2.0, PS043081.2.0, PS050503.2.0, PS091474.2.0, PS112532.2.0	PT015630.0, PT024612.0, PT073201.0, PT090021.0, PT111785.0, PT133834.0, PT141322.0, PT153291.0, PT172922.0, PT190577.0, PT212608.0
OG0000114	PR061742.0	PS035584.2.0, PS035719.2.0, PS035720.2.0, PS090099.2.0	PT020104.0, PT020108.0, PT020109.0, PT020110.0, PT020111.0, PT020112.0, PT020113.0, PT020115.0, PT020117.0, PT020119.0, PT020120.0, PT020121.0, PT020270.0, PT110567.0
OG0000115	PR013070.0, PR013082.0, PR013083.0, PR013086.0, PR050255.0	PS102616.2.0	PT080022.0, PT080023.0, PT101179.0, PT115071.0, PT191869.0, PT191870.0, PT222172.0, PT222173.0, PT222175.0, PT222177.0, PT222179.0, PT222182.0
OG0000116	PR013321.0, PR022454.0, PR072626.0, PR073222.0, PR073234.0, PR073268.0, PR073276.0, PR073278.0, PR073305.0, PR073318.0	PS023372.2.0, PS025998.2.0	PT011332.0, PT012040.0, PT013435.0, PT022226.0, PT152188.0, PT182984.0
OG0000117	PR023065.0, PR025523.0, PR062043.0	PS041643.2.0, PS052010.2.0, PS090651.2.0, PS092787.2.0, PS111316.2.0, PS113334.2.0	PT064712.0, PT090655.0, PT092833.0, PT140431.0, PT142671.0, PT151769.0, PT182535.0, PT211298.0, PT213359.0
OG0000118	PR024862.0, PR052834.0, PR061493.0, PR061817.0	PS014448.2.0, PS041855.2.0, PS051802.2.0, PS061210.2.0, PS091060.2.0, PS112885.2.0	PT044735.0, PT052113.0, PT064518.0, PT091081.0, PT121256.0, PT140946.0, PT151994.0, PT213072.0
OG0000119	PR025016.0, PR061403.0, PR071557.0	PS021511.2.0, PS030949.2.0, PS042089.2.0, PS051554.2.0, PS090156.2.0, PS113801.2.0	PT016087.0, PT051871.0, PT064276.0, PT072811.0, PT090160.0, PT112197.0, PT132834.0, PT152217.0, PT213808.0
OG0000120	PR030851.0	PS035768.2.0, PS041228.2.0, PS053558.2.0, PS060571.2.0, PS072455.2.0, PS113772.2.0	PT063823.0, PT111200.0, PT113960.0, PT122307.0, PT132848.0, PT140058.0, PT151355.0, PT163878.0, PT192284.0, PT211974.0, PT221867.0
